yob,nkid,dep,phon,sinc,aes,dainc,res,dhval,dmort,doutm,doutl,douthp,doutcc,bad
58,2,0,1,9425,"P",29934,"O",28928,54464,968,484,684,0,0
37,0,0,1,0,"E",51000,"O",54464,48000,584,0,400,0,0
67,0,0,1,0,"T",0,"N",0,0,0,0,0,0,0
39,3,0,1,0,"V",43500,"O",28928,8000,400,240,0,0,1
26,0,0,1,2700,"R",60150,"O",48928,4,0,0,0,0,0
57,0,0,1,0,"P",52353,"P",0,0,0,0,0,0,0
68,0,0,0,0,"P",13416,"P",0,0,0,0,0,0,1
60,0,0,0,0,"P",42825,"F",0,0,800,0,0,0,0
49,1,1,1,0,"W",0,"U",0,0,0,0,0,0,0
56,0,0,1,0,"E",9464,"O",36928,14464,640,0,0,800,0
46,1,0,1,0,"P",18928,"O",44640,50464,800,0,0,1000,0
66,0,0,1,0,"T",0,"P",0,0,0,0,0,0,1
68,0,0,1,0,"T",0,"P",0,0,0,0,0,40,0
39,0,0,1,15900,"V",16500,"O",23392,48000,624,880,0,0,1
29,0,0,1,1700,"E",30000,"O",54464,56000,432,0,0,0,0
69,0,0,1,0,"T",0,"P",0,0,0,0,0,0,1
49,2,0,1,5000,"P",43500,"O",30464,40000,300,0,0,220,0
43,0,0,0,0,"E",0,"O",0,0,0,0,0,0,0
51,3,0,0,0,"P",25641,"N",0,0,88,0,0,0,1
22,0,0,1,0,"R",17100,"O",0,0,0,0,0,0,1
41,0,2,1,0,"V",33000,"O",0,0,0,0,0,0,1
61,1,0,1,6500,"V",37200,"O",37856,56928,1760,512,0,0,0
50,2,0,1,2000,"V",48000,"O",43392,28928,1400,800,0,120,1
66,0,0,1,0,"P",13260,"P",0,0,240,0,0,120,0
59,3,0,1,0,"P",24000,"U",0,0,0,0,0,0,1
52,0,0,1,0,"V",42300,"O",57856,54464,872,512,0,0,0
52,2,0,1,0,"P",51690,"O",34464,43600,296,1480,0,60,0
39,1,0,1,50000,"W",24464,"O",23744,16800,0,0,0,1200,0
69,0,0,1,0,"T",0,"P",0,0,400,0,0,0,1
69,0,0,1,0,"T",6570,"P",0,0,308,0,0,0,0
60,1,0,1,0,"P",30900,"O",50464,31164,760,0,0,0,0
58,0,0,1,0,"P",45000,"O",37856,14464,700,0,0,0,0
62,1,0,1,1479,"P",23400,"U",0,0,452,0,0,0,0
55,0,0,1,0,"V",18900,"O",22464,48000,440,324,0,0,0
67,0,0,1,0,"M",16929,"P",36928,52000,0,0,0,0,0
52,1,0,1,0,"P",9464,"O",43392,28928,1600,0,0,0,0
58,2,0,1,0,"E",18000,"P",0,0,0,0,0,0,1
30,0,0,1,4670,"P",27000,"O",0,0,0,0,368,0,0
69,0,0,1,0,"T",0,"P",0,0,0,0,0,0,0
55,0,0,1,10800,"V",14832,"O",46464,14464,648,156,360,0,0
57,0,0,1,0,"P",18928,"O",15712,23392,1680,0,0,120,0
46,0,0,1,0,"P",30000,"O",23392,60000,720,0,0,0,1
60,0,0,1,0,"P",27000,"P",0,0,0,0,0,0,0
56,0,0,1,0,"P",0,"U",0,0,480,560,0,0,0
63,0,0,1,0,"V",19425,"F",0,0,280,0,0,0,0
69,0,0,0,0,"T",0,"F",0,0,520,0,0,0,1
20,0,0,1,0,"P",18978,"U",0,0,120,108,0,200,0
57,2,0,1,0,"P",16848,"P",0,0,400,0,0,0,0
67,0,0,1,0,"T",6300,"P",0,0,0,0,0,0,0
67,0,0,0,0,"M",24000,"N",0,0,0,332,0,0,0
26,1,0,1,0,"R",30000,"O",8928,0,0,0,0,0,0
64,0,0,1,0,"V",22500,"P",0,0,200,0,0,0,0
67,0,0,1,0,"P",19500,"P",0,0,0,0,384,0,0
53,0,0,1,0,"E",17400,"F",0,0,320,0,0,0,0
65,0,0,1,0,"T",6309,"F",0,0,400,0,0,0,0
68,1,0,1,0,"T",0,"P",0,0,164,0,0,0,0
67,0,0,1,0,"P",14892,"P",0,0,0,0,0,0,1
57,0,0,1,0,"P",30000,"O",30464,18464,632,120,0,0,0
59,0,0,1,0,"V",35400,"O",26464,60000,520,468,0,0,0
46,4,0,1,5600,"P",42000,"O",28928,56000,440,0,0,0,0
30,2,0,1,0,"R",9464,"O",13568,61248,0,5200,0,0,0
49,2,0,1,0,"W",0,"O",6784,20000,0,164,0,0,0
69,0,0,1,0,"T",0,"P",0,0,340,0,0,0,1
69,0,0,1,0,"T",0,"P",0,0,720,0,0,0,1
34,1,0,1,36000,"W",0,"O",48320,28928,1600,0,0,80,0
58,0,0,1,0,"P",10500,"O",42464,6464,672,40,0,0,0
53,3,0,1,0,"V",28206,"O",36928,34464,780,0,0,0,0
52,2,0,1,0,"P",33000,"U",0,0,476,240,0,0,1
49,3,0,1,2400,"P",21600,"U",0,0,448,0,0,0,0
68,0,0,1,0,"T",0,"P",0,0,280,0,0,0,1
53,0,0,0,0,"P",45000,"N",0,0,0,0,0,0,0
13,0,2,1,5200,"R",33000,"O",54464,4,0,0,0,80,1
50,2,0,1,34000,"V",54000,"O",64640,23392,1800,800,0,2800,0
68,0,0,0,0,"B",17247,"U",0,0,332,224,0,0,0
55,0,0,0,0,"P",12168,"P",0,0,0,0,0,68,1
69,0,0,1,0,"T",0,"P",0,0,0,0,0,0,1
52,1,0,1,0,"P",0,"N",0,0,0,0,0,0,1
41,0,0,1,0,"E",42000,"O",16960,3392,0,0,0,0,0
55,0,0,1,0,"E",21000,"O",6464,50800,340,0,0,0,0
40,0,0,1,10000,"V",30000,"O",60928,56000,412,0,0,400,0
65,0,0,1,10000,"V",19500,"O",34464,20464,640,0,640,180,0
19,0,0,1,0,"R",0,"U",0,0,0,0,0,0,1
66,0,0,1,0,"T",5400,"P",0,0,0,0,0,32,1
58,0,0,1,0,"T",0,"F",0,0,1200,0,0,0,1
67,0,0,1,0,"T",5745,"P",0,0,0,0,0,0,0
59,0,0,1,0,"E",48000,"O",46464,14464,760,0,0,0,0
26,0,0,1,0,"R",13014,"O",18464,3000,100,0,0,0,0
50,2,0,1,2500,"P",42000,"O",36928,34464,880,208,0,28,0
65,0,0,1,4283,"V",16092,"U",0,0,416,0,40,0,0
56,1,0,1,0,"B",52500,"O",28928,26464,1120,0,0,0,0
66,0,0,1,0,"P",15000,"F",48928,0,0,0,0,0,0
68,0,0,1,0,"T",0,"P",0,0,340,0,0,0,0
53,4,1,1,2080,"E",18000,"U",0,0,320,0,0,0,0
44,2,0,1,5000,"M",60000,"O",27392,46464,1400,0,0,0,1
51,2,0,1,0,"P",0,"O",0,0,0,0,0,0,1
61,2,0,1,0,"W",0,"O",0,0,0,0,0,0,1
40,0,0,0,0,"U",0,"O",28928,4,0,0,0,0,0
59,0,0,1,0,"T",0,"P",0,0,0,0,0,0,1
64,0,0,1,0,"T",0,"P",0,0,0,0,0,0,0
10,2,0,1,0,"R",0,"U",0,0,0,0,0,0,1
64,0,0,1,0,"P",28500,"P",0,0,400,0,0,0,0
26,0,0,1,2640,"R",14400,"O",0,0,0,0,0,0,1
63,0,0,1,0,"P",12366,"P",20928,16000,160,0,0,0,0
52,4,0,1,0,"P",24464,"O",17856,7392,2076,500,0,0,1
69,0,0,0,0,"P",10140,"P",0,0,160,0,0,0,0
65,0,0,1,0,"P",17250,"F",0,0,400,0,0,0,0
66,0,0,0,0,"P",16200,"O",64000,63000,424,0,88,0,1
59,0,0,1,0,"E",30000,"P",0,0,120,0,0,0,0
59,0,0,1,16000,"P",27000,"O",23392,8928,0,0,0,80,0
66,0,0,1,0,"V",18927,"P",0,0,0,0,0,20,0
30,0,0,1,2000,"B",24000,"O",9264,44000,300,540,0,0,1
63,2,1,1,0,"M",0,"U",0,0,520,0,0,80,1
65,0,0,1,0,"T",0,"P",0,0,0,0,0,0,0
52,3,0,1,0,"P",42000,"O",8928,62464,912,0,0,0,0
64,0,0,1,0,"V",21900,"P",0,0,0,0,0,120,1
66,0,0,1,0,"P",22005,"F",0,0,360,280,0,0,0
60,0,0,1,0,"T",13860,"F",0,0,600,0,0,0,0
67,0,0,1,0,"P",16500,"P",0,0,0,0,0,0,0
63,0,0,0,0,"P",18000,"F",0,0,280,0,64,0,1
64,0,0,1,0,"T",0,"F",0,0,400,0,0,0,0
68,0,0,1,0,"T",9000,"P",0,0,0,0,0,0,0
68,0,0,1,0,"P",17100,"P",0,0,480,0,160,0,0
57,2,0,1,0,"P",27000,"O",34464,0,496,364,0,0,0
69,0,0,1,0,"T",10500,"P",0,0,0,0,0,0,0
54,2,1,1,0,"P",31200,"U",0,0,320,0,0,0,0
55,0,0,1,0,"B",27000,"O",34464,0,0,0,0,0,1
68,0,0,1,0,"P",0,"P",0,0,0,0,0,0,0
59,0,0,1,0,"E",18928,"O",15792,0,0,0,0,0,0
29,0,0,1,0,"V",15600,"O",26464,4,0,0,0,0,1
58,0,0,1,0,"E",30000,"P",0,0,0,0,0,0,0
54,0,0,1,0,"P",21687,"O",28928,4928,980,0,0,200,0
47,3,0,0,16000,"V",7200,"O",31392,52928,1720,680,48,0,1
66,0,0,1,0,"T",4350,"F",0,0,0,0,0,0,1
11,0,0,1,0,"Z",0,"N",0,0,0,0,0,0,1
62,1,0,1,536,"V",40434,"O",16928,4928,980,0,0,0,0
66,0,0,1,0,"T",5745,"P",0,0,320,0,0,0,0
46,4,0,1,0,"E",30000,"O",0,0,0,0,0,0,0
56,2,1,1,0,"V",37500,"U",0,0,256,300,0,0,1
55,0,0,1,5799,"V",26145,"O",46464,10464,536,1080,0,0,1
65,0,0,1,0,"T",8580,"F",0,0,560,0,0,0,0
35,0,0,1,0,"P",13500,"U",0,0,0,0,0,0,0
69,0,0,1,0,"T",0,"P",0,0,0,0,0,0,1
69,0,0,1,0,"T",7500,"P",0,0,480,0,0,0,1
65,0,0,1,0,"P",18750,"F",0,0,0,0,0,0,0
67,0,0,0,0,"T",0,"F",0,0,1200,0,0,0,0
65,0,0,0,0,"T",0,"N",0,0,0,0,0,0,1
65,0,0,1,0,"P",22257,"P",0,0,200,0,0,0,0
44,2,0,1,0,"P",45000,"O",0,0,1000,0,0,0,0
63,0,0,0,0,"V",21156,"F",0,0,280,0,0,0,0
57,0,0,0,0,"P",21000,"O",48928,46464,700,0,0,0,0
19,0,0,1,0,"R",0,"U",0,0,360,0,0,0,1
45,2,0,1,0,"P",39464,"O",21248,928,1360,336,0,0,0
59,0,0,1,0,"P",28500,"P",0,0,0,0,0,0,0
18,0,0,1,0,"R",9630,"U",0,0,432,0,0,0,0
27,0,0,1,0,"E",3464,"O",21248,24000,640,0,0,0,0
68,0,0,1,0,"T",6000,"F",0,0,416,0,0,0,0
68,0,0,1,0,"T",0,"F",0,0,0,0,0,0,0
69,0,0,1,0,"T",0,"F",0,0,520,0,0,0,1
53,2,0,1,5000,"E",22500,"U",0,0,400,392,80,120,0
67,0,0,1,0,"P",10500,"P",0,0,0,0,0,0,0
66,0,0,0,0,"T",0,"P",0,0,0,0,0,0,0
68,0,0,0,0,"T",0,"N",0,0,0,0,0,0,0
51,0,0,1,0,"P",57000,"O",64928,2464,504,0,0,0,0
68,0,0,1,0,"T",0,"P",0,0,0,0,0,0,1
69,0,0,1,0,"T",0,"F",0,0,448,0,0,0,1
66,0,0,1,0,"P",27000,"U",0,0,700,0,0,1100,0
58,0,0,1,0,"V",22620,"P",0,0,320,316,84,0,0
50,0,0,1,0,"V",47400,"O",3392,3392,1400,0,0,0,0
61,0,0,1,15000,"P",13500,"U",0,0,0,0,0,0,0
66,0,0,0,0,"T",882,"F",0,0,0,0,0,0,0
33,0,0,1,5162,"P",32796,"U",0,0,444,76,412,0,0
47,2,0,1,0,"E",25200,"O",52464,38464,824,0,160,0,0
99,0,0,0,0,"Z",0,"N",0,0,0,0,0,0,0
7,0,0,1,0,"R",12000,"N",0,0,0,0,0,0,1
50,2,0,0,0,"V",12000,"F",0,0,1000,0,0,0,1
68,0,0,1,0,"T",6426,"F",0,0,360,0,0,0,1
56,3,0,1,0,"P",33000,"U",0,0,520,0,28,0,1
8,0,0,1,0,"R",0,"N",0,0,0,0,0,0,1
44,2,0,1,1250,"P",51000,"O",28928,20000,324,0,200,0,0
65,0,0,1,0,"P",25500,"P",0,0,0,0,0,0,0
69,0,0,1,0,"T",5916,"N",0,0,0,0,0,0,1
67,1,0,0,0,"P",21750,"U",0,0,448,0,80,0,0
67,0,0,1,0,"T",5100,"P",0,0,0,0,0,0,0
62,0,0,0,0,"T",6000,"F",0,0,0,0,0,0,0
43,2,0,1,0,"V",21942,"O",0,0,0,0,0,0,0
37,1,0,1,7000,"P",44100,"O",43392,2464,600,0,0,40,0
60,3,0,0,0,"T",13365,"P",0,0,144,0,0,0,0
63,0,0,1,0,"P",36600,"P",0,0,0,0,360,200,0
22,0,0,1,0,"R",0,"O",37856,4,0,0,0,0,1
19,0,0,1,0,"R",7044,"F",0,0,0,0,0,0,1
32,0,1,1,5000,"P",33000,"O",20928,42464,784,228,0,0,1
61,0,0,1,0,"P",27810,"O",64000,60800,500,0,0,0,1
26,0,0,0,0,"R",0,"N",0,0,0,0,0,0,1
39,4,1,1,0,"B",44529,"O",39392,14464,800,84,0,600,0
46,1,0,1,0,"V",45000,"O",21248,24000,0,0,0,180,1
64,0,0,1,11200,"V",19800,"O",38464,6464,0,0,0,400,0
35,0,0,1,5200,"P",26487,"O",16928,25352,244,280,0,0,0
62,0,0,1,0,"P",0,"U",0,0,0,188,176,0,0
65,0,0,1,0,"P",16611,"F",0,0,308,0,0,0,0
57,0,0,1,0,"P",24000,"O",34464,0,0,0,0,0,0
55,2,0,1,3000,"E",45000,"O",50176,54464,864,0,0,1200,0
32,0,0,1,0,"R",22500,"O",54784,0,0,0,0,0,0
7,0,0,1,0,"R",0,"O",0,0,0,0,0,0,1
66,0,0,1,0,"P",26100,"F",0,0,640,0,0,120,0
62,0,0,1,0,"P",60000,"F",0,0,800,0,0,0,0
49,2,0,1,0,"E",36000,"O",26464,60000,500,0,428,0,1
18,0,0,1,14000,"R",0,"O",28928,4,0,0,0,0,1
57,0,0,1,0,"E",24000,"O",0,0,0,0,0,0,1
53,0,0,1,18000,"P",24000,"O",48928,28928,1464,336,64,0,1
68,0,0,1,0,"T",0,"U",0,0,320,0,0,0,0
59,1,0,1,4160,"P",11700,"O",60000,15600,0,0,0,0,1
52,2,0,1,7500,"W",0,"O",3392,14464,980,0,0,0,1
63,0,0,1,0,"M",30000,"N",0,0,0,264,0,0,1
51,2,0,1,7500,"P",16590,"O",14464,0,448,0,144,0,1
25,0,0,1,0,"P",36000,"O",28928,4,0,0,0,0,1
55,2,0,1,0,"V",58500,"O",22464,40000,320,720,0,0,0
47,2,0,1,12000,"W",0,"O",44928,44928,520,0,0,0,0
69,0,0,1,0,"T",4326,"P",0,0,0,0,0,0,0
55,2,0,1,0,"V",9000,"O",18464,46000,300,0,0,0,0
37,2,0,1,6000,"V",39666,"O",37856,4928,1284,636,0,0,0
57,0,0,1,0,"P",42000,"O",62464,18464,1040,320,160,0,1
27,0,0,1,0,"R",12000,"O",32320,4,0,0,0,0,1
33,0,0,1,0,"P",43500,"O",28928,4,0,416,0,0,0
26,0,0,1,0,"W",0,"U",0,0,368,0,0,0,1
68,0,0,1,0,"T",5859,"N",0,0,0,0,0,0,1
69,0,0,1,0,"T",0,"P",0,0,0,0,0,0,0
69,0,0,0,0,"T",0,"F",0,0,448,0,0,0,1
69,0,0,1,0,"T",0,"P",0,0,0,0,0,0,0
66,1,0,1,0,"P",0,"F",0,0,0,0,0,0,0
65,0,0,1,0,"V",9495,"N",0,0,0,0,0,0,0
36,2,0,1,0,"P",60000,"O",20928,54464,1520,0,0,0,0
64,0,0,1,0,"P",17820,"P",0,0,0,0,0,0,0
65,0,0,1,0,"U",0,"P",0,0,0,0,0,0,0
38,0,0,1,0,"P",24000,"N",14464,4,0,608,0,0,1
49,2,0,1,0,"P",7200,"O",28928,64000,440,0,0,0,1
58,0,0,1,0,"P",42000,"O",36464,30464,712,280,120,0,0
61,0,0,1,0,"V",28254,"P",0,0,0,528,0,0,1
56,0,0,1,2444,"E",36000,"O",36928,8928,1040,472,0,0,0
47,0,0,1,0,"B",16662,"P",0,0,0,0,0,0,1
67,0,0,1,0,"T",4500,"F",0,0,0,0,0,0,1
56,0,0,1,0,"E",54000,"U",0,0,320,0,0,0,0
69,0,0,0,0,"T",0,"P",0,0,0,0,0,0,1
62,0,0,1,0,"V",17565,"P",0,0,0,0,0,0,1
57,1,0,0,3640,"P",29736,"O",38464,38464,0,120,640,0,0
50,4,0,1,0,"T",21000,"F",0,0,480,0,0,0,0
47,2,0,1,0,"V",36000,"O",28928,0,0,756,0,80,0
49,2,0,1,9620,"P",4680,"F",0,0,0,0,0,0,1
56,0,0,0,0,"V",21750,"O",60000,44000,440,0,0,120,0
20,0,0,1,0,"R",0,"U",0,0,72,0,0,0,0
49,4,0,1,0,"P",4896,"O",28928,14464,0,0,0,0,0
61,1,0,1,0,"V",20358,"O",26464,64000,656,0,0,0,0
69,0,0,1,0,"T",5745,"P",0,0,340,0,0,0,1
43,2,0,1,0,"P",24464,"O",43392,14928,1120,760,0,200,0
11,0,0,0,0,"R",13500,"O",0,0,0,0,0,0,0
63,0,0,1,6000,"P",25500,"U",0,0,280,508,0,0,0
45,2,0,1,0,"V",38403,"O",48928,20000,200,0,0,0,0
69,0,0,1,0,"T",5859,"P",0,0,100,0,0,0,1
66,0,0,0,0,"T",0,"F",0,0,480,0,0,0,0
61,0,0,1,0,"P",30000,"F",0,0,0,0,400,0,0
44,2,0,1,12800,"P",44400,"O",32928,22464,712,760,0,160,1
68,0,0,1,0,"P",12000,"P",0,0,240,0,0,0,1
47,0,0,1,0,"V",27000,"O",34464,56000,484,0,0,40,1
55,2,0,1,0,"E",30000,"O",48928,4,0,0,256,0,0
33,1,0,1,8056,"V",50484,"O",23392,4,0,0,0,200,0
44,1,0,1,0,"E",30000,"O",53248,6464,800,0,0,0,1
46,1,0,0,0,"P",51000,"O",43392,24000,344,464,0,0,0
33,0,0,1,0,"W",0,"O",48928,28000,200,28000,0,0,1
69,0,0,0,0,"T",0,"P",0,0,0,0,0,0,0
36,0,1,1,0,"P",18928,"F",0,0,0,1440,0,1200,0
7,0,0,1,0,"R",0,"O",14464,4,0,0,0,0,0
61,0,0,1,0,"P",12960,"P",0,0,0,0,0,0,0
65,0,0,1,12000,"T",0,"O",0,0,640,604,0,80,0
58,0,0,1,0,"P",24000,"O",28928,64000,680,0,0,0,1
58,2,0,1,0,"P",39000,"F",0,0,280,0,44,0,0
36,0,0,1,0,"P",15000,"O",14464,32000,532,0,0,0,0
64,0,0,1,0,"T",0,"P",0,0,0,0,0,0,0
68,0,0,1,0,"P",17334,"P",0,0,0,0,0,0,0
62,1,0,0,5040,"M",18000,"F",0,0,172,288,0,60,0
63,0,0,1,14000,"V",24000,"O",43928,24320,1308,0,0,0,0
55,1,0,1,0,"P",31980,"N",0,0,0,0,0,300,0
60,0,0,1,0,"V",22500,"O",22464,22464,600,0,0,0,1
53,3,0,1,0,"P",42000,"O",8928,34464,720,360,0,80,0
39,1,0,1,24000,"E",5184,"O",17856,50464,1200,0,0,800,0
49,1,0,1,0,"P",56100,"O",32320,42464,400,420,0,0,0
59,0,0,1,0,"P",25620,"P",0,0,0,0,0,0,0
99,0,0,1,0,"Z",21000,"N",0,0,0,0,0,60,0
21,1,0,1,20000,"W",0,"O",32320,4,0,0,0,0,0
51,5,0,1,3690,"P",24255,"U",0,0,0,0,0,0,0
69,0,0,1,0,"V",0,"P",0,0,0,0,0,0,1
64,0,0,1,0,"V",20400,"U",0,0,192,0,0,0,0
53,2,0,1,1200,"P",30000,"O",54464,48000,528,0,0,0,0
51,3,0,1,0,"V",17640,"N",0,0,0,0,0,0,0
55,1,0,1,1800,"B",36000,"O",22464,64000,640,240,0,0,0
65,0,0,1,0,"P",19500,"P",0,0,0,0,0,0,0
47,2,0,1,0,"P",18900,"U",0,0,0,0,0,0,0
68,0,0,1,0,"P",12960,"F",0,0,480,36,0,0,0
53,2,0,1,10000,"V",9900,"U",0,0,588,0,0,0,0
68,0,0,1,0,"P",10800,"P",0,0,200,0,0,0,1
52,2,0,1,2000,"V",24000,"U",0,0,448,0,0,0,0
69,0,0,1,0,"T",0,"P",0,0,640,0,0,0,0
40,1,0,1,10000,"E",9464,"O",3392,46464,1000,0,0,0,0
41,0,0,1,0,"P",29400,"U",0,0,216,100,0,0,0
58,0,0,1,0,"P",22500,"O",50464,38464,904,0,0,0,1
64,0,0,0,0,"P",22080,"O",22464,12864,620,220,100,0,0
58,0,0,0,0,"V",7800,"U",0,0,360,0,0,0,0
61,0,0,1,0,"P",0,"F",0,0,0,0,0,0,1
63,0,0,0,0,"P",22800,"O",6464,6464,584,120,0,0,1
46,3,0,1,10500,"V",30000,"O",8928,34464,700,480,0,0,0
57,0,0,1,0,"P",49500,"O",25392,6928,940,80,200,0,1
68,0,0,1,0,"P",13482,"P",0,0,320,0,0,0,0
63,0,0,1,0,"P",25500,"U",0,0,320,200,72,0,1
54,0,0,1,0,"P",10214,"O",10176,52320,3800,700,0,0,1
59,0,0,1,0,"T",6000,"F",0,0,480,0,0,0,1
59,0,0,0,0,"U",0,"N",0,0,0,0,0,0,1
56,2,0,1,0,"P",37500,"O",23392,26464,700,0,0,0,0
54,2,0,1,3000,"V",48600,"O",46464,30464,624,264,0,0,0
66,0,0,1,0,"E",9000,"P",0,0,0,0,0,0,0
67,0,0,1,0,"V",14625,"U",0,0,320,0,88,0,0
43,0,0,1,10000,"V",15000,"O",36464,0,592,464,0,0,1
69,0,0,1,0,"T",0,"O",20928,4,0,0,0,200,0
58,1,0,1,0,"V",46944,"O",48464,42464,720,100,392,0,0
30,0,0,1,3800,"V",8100,"O",22464,4,0,0,0,0,0
18,0,0,1,0,"R",0,"N",0,0,0,0,0,0,1
67,0,0,1,0,"T",4680,"F",0,0,400,0,0,0,0
69,0,0,0,0,"T",5700,"F",0,0,72,0,0,0,0
31,0,0,1,0,"P",0,"U",0,0,416,0,0,0,0
64,0,0,0,0,"P",26226,"O",34464,0,856,0,0,0,0
55,0,0,1,9000,"P",10545,"O",34464,0,800,0,0,0,1
52,2,0,1,0,"P",42000,"O",52464,464,0,0,0,0,0
29,2,0,1,0,"E",0,"O",0,0,0,0,0,0,1
55,0,0,1,0,"P",51000,"P",0,0,0,0,544,80,0
50,1,0,1,0,"P",6000,"O",58464,40000,288,0,0,0,1
45,1,0,1,0,"P",42000,"O",61248,30464,880,0,0,0,1
23,0,0,1,0,"R",15000,"O",32320,4,0,0,0,0,0
57,0,0,1,0,"E",27000,"U",0,0,328,0,0,0,1
66,0,0,1,0,"T",5715,"F",0,0,412,0,0,0,0
63,0,0,1,0,"P",18720,"P",0,0,80,0,0,0,0
67,1,0,0,0,"B",19500,"U",0,0,356,168,144,0,0
55,1,0,1,0,"P",12000,"U",0,0,0,0,0,0,1
52,0,0,1,10200,"V",36600,"O",46464,0,684,240,400,40,0
30,3,0,1,0,"R",0,"O",10784,4,0,0,0,100,0
50,4,0,1,7000,"B",35400,"O",4928,60000,532,0,248,440,0
59,0,0,1,9500,"P",15660,"O",30464,46000,288,0,516,0,0
42,1,0,1,0,"P",30600,"O",28928,54464,0,0,0,0,1
66,0,0,1,0,"V",19131,"P",0,0,0,0,0,0,0
48,3,0,1,0,"E",0,"O",0,0,0,0,0,0,1
66,0,0,1,0,"T",0,"F",0,0,440,0,0,0,0
69,0,0,1,0,"P",9360,"P",0,0,0,0,0,0,1
39,0,0,1,1440,"V",25500,"U",0,0,108,320,0,0,0
42,3,0,1,0,"Z",0,"N",0,0,0,0,0,0,0
58,0,0,1,5000,"V",31320,"F",0,0,500,0,0,0,0
59,1,0,0,0,"P",18000,"U",0,0,320,216,0,0,0
54,2,0,0,1800,"B",27600,"O",52464,47964,776,0,0,0,1
53,0,0,1,0,"E",18000,"N",0,0,0,300,0,0,0
49,2,0,1,14700,"P",18210,"O",28928,22464,584,640,0,60,0
69,0,0,1,0,"T",4296,"P",0,0,0,0,0,0,0
69,0,0,1,0,"T",12000,"P",0,0,0,0,0,0,0
38,0,0,1,0,"R",16248,"U",0,0,388,0,0,0,0
28,3,0,1,15000,"V",30000,"O",11392,40000,760,0,0,0,1
40,0,0,1,4353,"P",5292,"N",0,0,0,0,0,0,1
57,0,0,1,0,"P",30000,"O",34464,32464,760,0,280,0,0
57,1,0,1,0,"P",30000,"O",64000,52000,384,0,0,0,0
56,0,0,1,11000,"V",36102,"O",62464,0,720,0,0,0,0
64,0,0,1,0,"P",27000,"F",0,0,600,0,0,360,0
48,2,0,1,0,"M",39000,"O",14464,0,240,160,0,0,0
99,0,0,0,0,"R",0,"N",0,0,0,0,0,0,1
44,0,0,1,0,"P",48000,"O",48928,54464,1200,308,0,0,0
53,0,0,1,0,"E",928,"O",43392,4,0,0,0,0,0
57,1,0,1,11000,"V",21741,"O",928,40464,0,0,0,100,1
44,1,0,1,8000,"W",0,"U",0,0,628,0,0,680,1
39,3,0,1,3000,"E",42000,"O",20928,54464,1200,600,0,0,1
68,0,0,1,0,"E",12480,"U",0,0,480,0,0,0,0
45,1,0,0,0,"P",0,"O",57856,12928,0,200,0,0,0
60,0,0,1,0,"P",23850,"O",28928,4,0,500,0,0,1
65,0,0,1,0,"V",27279,"F",0,0,740,0,0,160,0
40,0,0,1,6000,"V",30000,"U",0,0,384,0,0,0,0
62,0,0,1,0,"W",0,"U",0,0,0,0,0,0,1
65,0,0,1,0,"V",15000,"P",0,0,0,0,0,0,0
22,2,0,1,0,"E",0,"O",0,0,0,0,0,0,1
55,2,0,1,0,"P",18000,"O",46464,0,0,684,300,0,1
59,2,0,1,0,"V",17889,"O",4928,50464,0,0,0,0,1
69,0,0,1,0,"T",0,"P",0,0,0,0,0,0,0
50,2,0,1,11100,"V",49500,"O",52192,27392,1740,472,0,36,0
69,0,0,1,0,"P",18000,"P",0,0,0,472,0,0,0
45,2,0,1,30000,"E",9000,"N",0,0,0,0,0,0,0
41,1,1,1,12400,"P",52500,"O",3392,24000,400,1600,0,0,0
65,0,0,0,0,"M",0,"F",0,0,0,200,336,104,0
61,0,0,1,0,"P",18000,"F",0,0,0,0,0,0,0
57,0,0,1,11700,"P",52500,"O",46784,7392,2048,0,0,160,0
52,0,0,1,0,"P",60000,"O",63392,54464,1900,0,0,0,0
61,0,0,1,0,"P",12480,"P",0,0,0,0,0,0,1
62,0,0,1,0,"E",24000,"F",0,0,400,0,0,0,0
64,0,0,1,0,"P",21240,"P",0,0,320,0,0,0,0
58,2,0,1,0,"P",23400,"O",20928,46464,400,0,68,76,0
48,0,0,0,0,"P",9000,"F",0,0,320,28,0,0,0
49,2,0,1,0,"P",24464,"O",3392,34464,800,0,0,320,0
8,0,0,1,0,"R",0,"U",0,0,0,0,0,0,1
46,0,0,0,0,"P",51996,"O",60800,38400,636,0,0,0,1
58,0,0,1,0,"V",21900,"F",0,0,600,296,0,0,0
64,1,0,1,0,"V",24852,"O",34464,20464,528,360,0,0,0
64,0,0,1,0,"P",52500,"P",0,0,0,0,0,0,0
20,0,1,1,1000,"R",60000,"O",6784,40000,744,0,0,0,1
35,4,0,1,8000,"E",6000,"O",43392,6400,0,0,0,600,0
22,0,0,1,0,"R",0,"O",14464,4,0,0,0,0,1
61,0,0,1,2500,"E",15000,"O",60464,22000,416,880,0,0,0
52,4,1,1,0,"V",37764,"U",0,0,0,340,0,0,0
56,3,0,1,1200,"P",31500,"O",6928,46464,784,256,0,0,1
60,0,0,1,0,"E",46800,"O",11392,928,1144,680,0,108,0
20,0,0,1,0,"R",0,"N",0,0,0,0,0,0,1
66,0,0,1,0,"T",5538,"P",0,0,492,0,0,0,0
